"trust_code","ltla_code","source","p"
"rwa","e06000010","patient_postcode",0.475
"rwa","e06000011","patient_postcode",0.525
"rwd","e07000136","hospital_postcode",NA
"rwd","e07000138","hospital_postcode",NA
"rwd","e07000141","hospital_postcode",NA
"rwd","e07000136","patient_postcode",0.231958762886598
"rwd","e07000137","patient_postcode",0.154639175257732
"rwd","e07000138","patient_postcode",0.15979381443299
"rwd","e07000139","patient_postcode",0.0876288659793814
"rwd","e07000140","patient_postcode",0.195876288659794
"rwd","e07000141","patient_postcode",0.0618556701030928
"rwd","e07000142","patient_postcode",0.0824742268041237
"rwd","e07000175","patient_postcode",0.0257731958762887
"rwe","e06000016","hospital_postcode",NA
"rwe","e06000016","patient_postcode",0.532984293193717
"rwe","e07000129","patient_postcode",0.0795811518324607
"rwe","e07000130","patient_postcode",0.149738219895288
"rwe","e07000131","patient_postcode",0.056544502617801
"rwe","e07000132","patient_postcode",0.06282722513089
"rwe","e07000133","patient_postcode",0.0146596858638743
"rwe","e07000134","patient_postcode",0.0366492146596859
"rwe","e07000135","patient_postcode",0.0670157068062827
"rwf","e07000110","hospital_postcode",NA
"rwf","e07000116","hospital_postcode",NA
"rwf","e07000065","patient_postcode",0.0847457627118644
"rwf","e07000110","patient_postcode",0.313559322033898
"rwf","e07000111","patient_postcode",0.110169491525424
"rwf","e07000115","patient_postcode",0.203389830508475
"rwf","e07000116","patient_postcode",0.288135593220339
"rwg","e07000103","hospital_postcode",NA
"rwg","e07000096","patient_postcode",0.243727598566308
"rwg","e07000098","patient_postcode",0.160095579450418
"rwg","e07000102","patient_postcode",0.13142174432497
"rwg","e07000103","patient_postcode",0.278375149342891
"rwg","e07000240","patient_postcode",0.151732377538829
"rwg","e09000015","patient_postcode",0.01194743130227
"rwg","e09000017","patient_postcode",0.022700119474313
"rwh","e07000243","hospital_postcode",NA
"rwh","e06000032","patient_postcode",0.0202247191011236
"rwh","e06000056","patient_postcode",0.0674157303370786
"rwh","e07000098","patient_postcode",0.0337078651685393
"rwh","e07000099","patient_postcode",0.244943820224719
"rwh","e07000240","patient_postcode",0.0202247191011236
"rwh","e07000241","patient_postcode",0.249438202247191
"rwh","e07000242","patient_postcode",0.098876404494382
"rwh","e07000243","patient_postcode",0.265168539325843
"rwj","e08000007","hospital_postcode",NA
"rwj","e07000037","patient_postcode",0.213698630136986
"rwj","e08000007","patient_postcode",0.76986301369863
"rwj","e08000008","patient_postcode",0.0164383561643836
"rwp","e07000237","hospital_postcode",NA
"rwp","e06000019","patient_postcode",0.00840336134453781
"rwp","e07000221","patient_postcode",0.0403361344537815
"rwp","e07000234","patient_postcode",0.142857142857143
"rwp","e07000235","patient_postcode",0.092436974789916
"rwp","e07000236","patient_postcode",0.142857142857143
"rwp","e07000237","patient_postcode",0.142857142857143
"rwp","e07000238","patient_postcode",0.196638655462185
"rwp","e07000239","patient_postcode",0.225210084033613
"rwp","e08000025","patient_postcode",0.00840336134453781
"rww","e06000007","hospital_postcode",NA
"rww","e06000006","patient_postcode",0.233606557377049
"rww","e06000007","patient_postcode",0.668032786885246
"rww","e06000050","patient_postcode",0.0245901639344262
"rww","e08000013","patient_postcode",0.0737704918032787
"rwy","e08000034","hospital_postcode",NA
"rwy","e08000032","patient_postcode",0.0192837465564738
"rwy","e08000033","patient_postcode",0.465564738292011
"rwy","e08000034","patient_postcode",0.515151515151515
"rx1","e06000018","hospital_postcode",NA
"rx1","e06000018","patient_postcode",0.438423645320197
"rx1","e07000036","patient_postcode",0.0295566502463054
"rx1","e07000133","patient_postcode",0.00821018062397373
"rx1","e07000134","patient_postcode",0.0114942528735632
"rx1","e07000170","patient_postcode",0.0459770114942529
"rx1","e07000172","patient_postcode",0.174055829228243
"rx1","e07000173","patient_postcode",0.154351395730706
"rx1","e07000175","patient_postcode",0.013136288998358
"rx1","e07000176","patient_postcode",0.124794745484401
"rxc","e07000061","hospital_postcode",NA
"rxc","e07000062","hospital_postcode",NA
"rxc","e07000061","patient_postcode",0.330097087378641
"rxc","e07000062","patient_postcode",0.174757281553398
"rxc","e07000063","patient_postcode",0.0728155339805825
"rxc","e07000064","patient_postcode",0.189320388349515
"rxc","e07000065","patient_postcode",0.233009708737864
"rxf","e08000036","hospital_postcode",NA
"rxf","e08000034","patient_postcode",0.332041343669251
"rxf","e08000035","patient_postcode",0.0671834625322997
"rxf","e08000036","patient_postcode",0.60077519379845
"rxh","e06000043","hospital_postcode",NA
"rxh","e06000043","patient_postcode",0.666666666666667
"rxh","e07000063","patient_postcode",0.25
"rxh","e07000228","patient_postcode",0.0833333333333333
"rxk","e08000025","hospital_postcode",NA
"rxk","e08000028","hospital_postcode",NA
"rxk","e08000025","patient_postcode",0.423799582463466
"rxk","e08000027","patient_postcode",0.00626304801670146
"rxk","e08000028","patient_postcode",0.559498956158664
"rxk","e08000030","patient_postcode",0.0104384133611691
"rxl","e06000009","hospital_postcode",NA
"rxl","e06000009","patient_postcode",0.352
"rxl","e07000119","patient_postcode",0.269714285714286
"rxl","e07000123","patient_postcode",0.0354285714285714
"rxl","e07000128","patient_postcode",0.342857142857143
"rxn","e07000123","hospital_postcode",NA
"rxn","e07000118","patient_postcode",0.272030651340996
"rxn","e07000123","patient_postcode",0.421455938697318
"rxn","e07000126","patient_postcode",0.260536398467433
"rxn","e07000128","patient_postcode",0.0459770114942529
"rxp","e06000005","hospital_postcode",NA
"rxp","e06000047","hospital_postcode",NA
"rxp","e06000005","patient_postcode",0.152941176470588
"rxp","e06000047","patient_postcode",0.811764705882353
"rxp","e07000166","patient_postcode",0.0352941176470588
"rxq","e06000060","hospital_postcode",NA
"rxq","e06000060","patient_postcode",1
"rxq","e07000004","utla_final_match",NA
"rxq","e07000005","utla_final_match",NA
"rxq","e07000006","utla_final_match",NA
"rxq","e07000007","utla_final_match",NA
"rxr","e06000008","hospital_postcode",NA
"rxr","e06000008","patient_postcode",0.355795148247978
"rxr","e07000117","patient_postcode",0.15633423180593
"rxr","e07000120","patient_postcode",0.164420485175202
"rxr","e07000122","patient_postcode",0.16711590296496
"rxr","e07000124","patient_postcode",0.045822102425876
"rxr","e07000125","patient_postcode",0.110512129380054
"rxw","e06000051","hospital_postcode",NA
"rxw","e06000020","patient_postcode",0.328358208955224
"rxw","e06000051","patient_postcode",0.604477611940298
"rxw","w06000023","patient_postcode",0.0671641791044776
"ryj","e09000013","hospital_postcode",NA
"ryj","e09000033","hospital_postcode",NA
"ryj","e09000003","patient_postcode",0.0202020202020202
"ryj","e09000005","patient_postcode",0.227994227994228
"ryj","e09000007","patient_postcode",0.0101010101010101
"ryj","e09000009","patient_postcode",0.141414141414141
"ryj","e09000013","patient_postcode",0.17027417027417
"ryj","e09000015","patient_postcode",0.0173160173160173
"ryj","e09000017","patient_postcode",0.0144300144300144
"ryj","e09000018","patient_postcode",0.0432900432900433
"ryj","e09000020","patient_postcode",0.0894660894660895
"ryj","e09000027","patient_postcode",0.0101010101010101
"ryj","e09000032","patient_postcode",0.0115440115440115
"ryj","e09000033","patient_postcode",0.243867243867244
"ryr","e07000225","hospital_postcode",NA
"ryr","e07000229","hospital_postcode",NA
"ryr","e07000223","patient_postcode",0.189873417721519
"ryr","e07000224","patient_postcode",0.259493670886076
"ryr","e07000225","patient_postcode",0.10126582278481
"ryr","e07000227","patient_postcode",0.0569620253164557
"ryr","e07000229","patient_postcode",0.392405063291139
