trust_code,ltla_code,p_trust,p_ltla
RLT,E07000132,0.125,0.2929936305732484
RLT,E07000218,0.26358695652173914,0.7637795275590551
RLT,E07000219,0.6114130434782609,0.8522727272727273
RM1,E07000143,0.18696883852691218,0.515625
RM1,E07000144,0.24362606232294617,1
RM1,E07000147,0.16997167138810199,0.8333333333333334
RM1,E07000148,0.17280453257790368,1
RM1,E07000149,0.1954674220963173,0.8734177215189873
RM1,E07000203,0.031161473087818695,0.10476190476190476
RM3,E08000001,0.02553191489361702,0.0216998191681736
RM3,E08000002,0.07872340425531915,0.10364145658263306
RM3,E08000005,0.04468085106382979,0.04849884526558892
RM3,E08000006,0.7319148936170212,0.7695749440715883
RM3,E08000009,0.07872340425531915,0.07838983050847458
RM3,E08000010,0.04042553191489362,0.03247863247863248
RMC,E08000001,0.8050595238095238,0.9783001808318263
RMC,E08000002,0.026785714285714284,0.05042016806722689
RMC,E08000006,0.06696428571428571,0.10067114093959731
RMC,E08000010,0.10119047619047619,0.11623931623931624
RMP,E07000037,0.10256410256410256,0.46875
RMP,E08000008,0.8974358974358975,0.9275618374558304
RN3,E06000030,0.7169373549883991,1
RN3,E06000054,0.2505800464037123,0.34285714285714286
RN3,E07000079,0.03248259860788863,0.22950819672131148
RN5,E06000037,0.08993576017130621,0.3088235294117647
RN5,E07000084,0.4068522483940043,1
RN5,E07000085,0.06852248394004283,0.2962962962962963
RN5,E07000086,0.12419700214132762,0.3945578231292517
RN5,E07000093,0.1284796573875803,0.46511627906976744
RN5,E07000094,0.18201284796573874,0.648854961832061
RN7,E07000107,0.4094488188976378,1
RN7,E07000109,0.32125984251968503,1
RN7,E07000111,0.12440944881889764,0.6869565217391305
RN7,E09000004,0.14488188976377953,0.2062780269058296
RNA,E07000196,0.05697445972495088,0.18831168831168832
RNA,E08000027,0.7779960707269156,0.8959276018099548
RNA,E08000028,0.1650294695481336,0.12942989214175654
RNN,E07000026,0.2964509394572025,1
RNN,E07000028,0.3883089770354906,1
RNN,E07000029,0.19832985386221294,0.8050847457627118
RNN,E07000030,0.11691022964509394,1
RNQ,E07000131,0.05893909626719057,0.2803738317757009
RNQ,E07000150,0.206286836935167,1
RNQ,E07000152,0.2318271119842829,0.9007633587786259
RNQ,E07000153,0.32023575638506874,1
RNQ,E07000156,0.18271119842829076,0.6158940397350994
RNS,E07000151,0.12337662337662338,0.8715596330275229
RNS,E07000152,0.016883116883116882,0.09923664122137404
RNS,E07000154,0.6948051948051948,1
RNS,E07000155,0.08961038961038961,0.6831683168316832
RNS,E07000156,0.07532467532467532,0.3841059602649007
RNZ,E06000054,0.8695652173913043,0.25396825396825395
RNZ,E06000059,0.13043478260869565,0.0718562874251497
RP5,E07000171,0.2048417132216015,1
RP5,E08000017,0.7728119180633147,0.9584295612009238
RP5,E08000018,0.0223463687150838,0.022988505747126436
RPA,E06000035,0.708171206225681,0.9732620320855615
RPA,E07000110,0.019455252918287938,0.055865921787709494
RPA,E07000113,0.2490272373540856,0.7071823204419889
RPA,E07000115,0.023346303501945526,0.12
RQ3,E08000025,1,0.012455516014234875
RQM,E09000005,0.011013215859030838,0.007942811755361398
RQM,E09000009,0.07488986784140969,0.07623318385650224
RQM,E09000013,0.07929515418502203,0.23376623376623376
RQM,E09000018,0.39537444933920707,0.819634703196347
RQM,E09000020,0.17951541850220265,0.5992647058823529
RQM,E09000022,0.011013215859030838,0.014144271570014143
RQM,E09000027,0.09801762114537445,0.4238095238095238
RQM,E09000032,0.11894273127753303,0.26865671641791045
RQM,E09000033,0.031938325991189426,0.06937799043062201
RQW,E07000072,0.29584352078239606,0.510548523206751
RQW,E07000073,0.28117359413202936,1
RQW,E07000077,0.07090464547677261,0.34523809523809523
RQW,E07000095,0.17114914425427874,0.5426356589147286
RQW,E07000242,0.18092909535452323,0.6548672566371682
RQX,E09000012,0.8087318087318087,0.6753472222222222
RQX,E09000014,0.058212058212058215,0.04552845528455285
RQX,E09000019,0.0498960498960499,0.06611570247933884
RQX,E09000025,0.04158004158004158,0.02699055330634278
RQX,E09000031,0.04158004158004158,0.03257328990228013
RR7,E08000024,0.11527377521613832,0.07936507936507936
RR7,E08000037,0.8847262247838616,0.953416149068323
RR8,E08000032,0.016260162601626018,0.01685985247629083
RR8,E08000034,0.018292682926829267,0.02936378466557912
RR8,E08000035,0.9654471544715447,0.9143407122232916
RRF,E07000118,0.022058823529411766,0.07100591715976332
RRF,E07000127,0.0625,0.1596244131455399
RRF,E08000010,0.9154411764705882,0.8512820512820513
RRK,E07000194,0.019630823322590096,0.3621621621621622
RRK,E07000199,0.04307061236448872,1
RRK,E07000218,0.008789920890711983,0.23622047244094488
RRK,E07000234,0.014942865514210372,0.30538922155688625
RRK,E08000025,0.7099326106065046,0.8622775800711744
RRK,E08000027,0.009668912979783182,0.0746606334841629
RRK,E08000028,0.017286844418400234,0.09090909090909091
RRK,E08000029,0.15792557866979198,1
RRK,E08000030,0.0187518312335189,0.0960960960960961
RRV,E09000003,0.054989816700611,0.028784648187633263
RRV,E09000005,0.024439918533604887,0.009531374106433678
RRV,E09000007,0.3034623217922607,0.38402061855670105
RRV,E09000010,0.054989816700611,0.036241610738255034
RRV,E09000012,0.07942973523421588,0.06770833333333333
RRV,E09000014,0.07128309572301425,0.056910569105691054
RRV,E09000019,0.31771894093686354,0.4297520661157025
RRV,E09000033,0.09368635437881874,0.11004784688995216
RT3,E09000005,0.30357142857142855,0.027005559968228753
RT3,E09000009,0.24107142857142858,0.030269058295964126
RT3,E09000015,0.24107142857142858,0.03214285714285714
RT3,E09000017,0.21428571428571427,0.04195804195804196
RTD,E06000057,0.040983606557377046,0.05141388174807198
RTD,E08000021,0.819672131147541,1
RTD,E08000022,0.10860655737704918,0.17905405405405406
RTD,E08000037,0.030737704918032786,0.046583850931677016
RTE,E07000078,0.22782258064516128,1
RTE,E07000079,0.09475806451612903,0.7704918032786885
RTE,E07000080,0.10080645161290322,1
RTE,E07000081,0.26814516129032256,1
RTE,E07000082,0.16129032258064516,1
RTE,E07000083,0.14717741935483872,1
RTF,E06000057,0.6029411764705882,0.9485861182519281
RTF,E08000022,0.39705882352941174,0.8209459459459459
RTG,E06000015,0.3865276663993585,1
RTG,E07000032,0.07618283881315156,0.7916666666666666
RTG,E07000035,0.02967121090617482,0.45121951219512196
RTG,E07000036,0.0817963111467522,0.7132867132867133
RTG,E07000039,0.12830793905372895,1
RTG,E07000134,0.04170008019246191,0.46846846846846846
RTG,E07000192,0.012028869286287089,0.11538461538461539
RTG,E07000193,0.1764234161988773,0.9565217391304348
RTG,E07000194,0.0673616680032077,0.4540540540540541
RTH,E06000060,0.021103896103896104,0.024714828897338403
RTH,E07000155,0.05194805194805195,0.31683168316831684
RTH,E07000177,0.26785714285714285,1
RTH,E07000178,0.25162337662337664,1
RTH,E07000179,0.11363636363636363,0.660377358490566
RTH,E07000180,0.14772727272727273,1
RTH,E07000181,0.1461038961038961,1
RTK,E07000207,0.18729641693811075,0.696969696969697
RTK,E07000212,0.23127035830618892,1
RTK,E07000213,0.3273615635179153,1
RTK,E07000214,0.024429967426710098,0.1171875
RTK,E07000217,0.2296416938110749,0.9215686274509803
RTP,E07000210,0.08506944444444445,0.4260869565217391
RTP,E07000211,0.2482638888888889,0.6008403361344538
RTP,E07000215,0.21354166666666666,1
RTP,E07000226,0.1892361111111111,1
RTP,E07000227,0.18055555555555555,0.7482014388489209
RTP,E07000228,0.08333333333333333,0.366412213740458
RTR,E06000002,0.518005540166205,1
RTR,E06000003,0.30886426592797783,1
RTR,E06000004,0.02077562326869806,0.047619047619047616
RTR,E07000164,0.12326869806094183,0.8811881188118812
RTR,E07000166,0.029085872576177285,0.4666666666666667
RTX,E07000027,0.25162689804772237,1
RTX,E07000029,0.049891540130151846,0.19491525423728814
RTX,E07000031,0.35357917570498915,1
RTX,E07000121,0.3210412147505423,1
RTX,E07000128,0.02386117136659436,0.07586206896551724
RVJ,E06000023,0.41626794258373206,0.43828715365239296
RVJ,E06000024,0.08851674641148326,0.20555555555555555
RVJ,E06000025,0.49521531100478466,0.8589211618257261
RVR,E07000208,0.1827956989247312,1
RVR,E07000210,0.10138248847926268,0.5739130434782609
RVR,E07000211,0.14592933947772657,0.39915966386554624
RVR,E09000008,0.05683563748079877,0.05103448275862069
RVR,E09000024,0.11059907834101383,0.21301775147928995
RVR,E09000029,0.402457757296467,0.8478964401294499
RVV,E06000035,0.010683760683760684,0.026737967914438502
RVV,E07000105,0.21474358974358973,1
RVV,E07000106,0.17414529914529914,1
RVV,E07000108,0.1581196581196581,1
RVV,E07000110,0.010683760683760684,0.055865921787709494
RVV,E07000112,0.17094017094017094,1
RVV,E07000113,0.056623931623931624,0.292817679558011
RVV,E07000114,0.20405982905982906,1
RVW,E06000001,0.3066914498141264,1
RVW,E06000004,0.5576208178438662,0.9523809523809523
RVW,E06000047,0.13568773234200743,0.11793214862681745
RVY,E07000127,0.4297082228116711,0.7605633802816901
RVY,E08000014,0.5702917771883289,0.37521815008726006
RW6,E07000125,0.0110573600552868,0.15384615384615385
RW6,E08000002,0.20041465100207326,0.8123249299719888
RW6,E08000003,0.13890808569454044,0.22112211221122113
RW6,E08000004,0.34761575673807876,0.9562737642585551
RW6,E08000005,0.27643400138217,0.9237875288683602
RW6,E08000006,0.025570145127850726,0.08277404921700224
RWA,E06000010,0.5433212996389891,1
RWA,E06000011,0.4566787003610108,0.6657894736842105
RWD,E07000136,0.19201995012468828,1
RWD,E07000137,0.1371571072319202,0.6707317073170732
RWD,E07000138,0.1571072319201995,1
RWD,E07000139,0.18703241895261846,1
RWD,E07000140,0.17206982543640897,0.6160714285714286
RWD,E07000141,0.08478802992518704,0.37777777777777777
RWD,E07000142,0.06982543640897755,0.6829268292682927
RWE,E06000016,0.5207138304652645,1
RWE,E07000129,0.09878903760356915,1
RWE,E07000130,0.14467813894200127,1
RWE,E07000131,0.049075844486934354,0.719626168224299
RWE,E07000132,0.06373486297004462,0.6369426751592356
RWE,E07000133,0.021669853409815167,0.723404255319149
RWE,E07000134,0.03760356915232632,0.5315315315315315
RWE,E07000135,0.06373486297004462,1
RWF,E07000065,0.07407407407407407,0.20270270270270271
RWF,E07000110,0.3925925925925926,0.888268156424581
RWF,E07000111,0.08888888888888889,0.3130434782608696
RWF,E07000115,0.21728395061728395,0.88
RWF,E07000116,0.2271604938271605,1
RWG,E07000096,0.2047082906857728,0.8968609865470852
RWG,E07000098,0.18014329580348004,0.5966101694915255
RWG,E07000102,0.17093142272262027,1
RWG,E07000103,0.26202661207778916,1
RWG,E07000240,0.14636642784032752,0.715
RWG,E09000015,0.016376663254861822,0.01904761904761905
RWG,E09000017,0.019447287615148412,0.033216783216783216
RWH,E06000056,0.08470588235294117,0.07468879668049792
RWH,E07000098,0.03764705882352941,0.05423728813559322
RWH,E07000099,0.26823529411764707,0.8769230769230769
RWH,E07000240,0.03058823529411765,0.065
RWH,E07000241,0.24705882352941178,0.8974358974358975
RWH,E07000242,0.09176470588235294,0.34513274336283184
RWH,E07000243,0.24,1
RWJ,E06000049,0.02040816326530612,0.016129032258064516
RWJ,E07000037,0.1261595547309833,0.53125
RWJ,E08000007,0.8534322820037106,0.7958477508650519
RWP,E07000221,0.04769001490312966,0.15609756097560976
RWP,E07000234,0.17287630402384502,0.6946107784431138
RWP,E07000235,0.07153502235469449,1
RWP,E07000236,0.15052160953800298,1
RWP,E07000237,0.16393442622950818,1
RWP,E07000238,0.18330849478390462,1
RWP,E07000239,0.21013412816691504,1
RWW,E06000006,0.26244343891402716,0.5021645021645021
RWW,E06000007,0.6968325791855203,1
RWW,E08000013,0.04072398190045249,0.06976744186046512
RWY,E08000033,0.4492481203007519,1
RWY,E08000034,0.5507518796992481,0.47797716150081565
RX1,E06000018,0.4476003917727718,1
RX1,E07000036,0.040156709108716944,0.2867132867132867
RX1,E07000133,0.012732615083251714,0.2765957446808511
RX1,E07000170,0.04603330068560235,0.4845360824742268
RX1,E07000172,0.14495592556317335,1
RX1,E07000173,0.1831537708129285,1
RX1,E07000175,0.021547502448579822,0.46808510638297873
RX1,E07000176,0.10381978452497552,1
RXC,E07000061,0.3422459893048128,1
RXC,E07000062,0.12834224598930483,1
RXC,E07000063,0.08823529411764706,0.3113207547169811
RXC,E07000064,0.18449197860962566,1
RXC,E07000065,0.25668449197860965,0.6486486486486487
RXF,E08000034,0.334867663981588,0.47471451876019577
RXF,E08000035,0.05638665132336018,0.04716073147256978
RXF,E08000036,0.6087456846950517,1
RXH,E06000043,0.5041782729805014,1
RXH,E07000063,0.20334261838440112,0.6886792452830188
RXH,E07000065,0.06128133704735376,0.14864864864864866
RXH,E07000228,0.23119777158774374,0.6335877862595419
RXK,E08000025,0.42770352369380316,0.12526690391459075
RXK,E08000028,0.5722964763061968,0.7257318952234206
RXL,E06000009,0.4847870182555781,1
RXL,E07000119,0.2434077079107505,1
